Price,Year,Model,Body,Series:,Mileage,Power,Cylinder Capacity,Steering,Transmission,Drive,Fuel,Interior Material,Interior Color,Exterior Color,Condition,New / Used,Ready to Drive,Location
"CHF 68,000",1985,911 Carrera 3.2 (US),Targa,911 G-Model,109000 km,204 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Switzerland
"EUR 237,718EUR 199,584",2022,718 Cayman GT4 RS,Coupé,982,50 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Purple,Accident-free,New car,yes,Austria
"EUR 99,900",1988,911 Turbo 3.3 (US),Cabriolet,930,140800 km,282 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Germany
"EUR 106,900",2021,718 Cayman GT4,Coupé,982,17316 km,420 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,Blue,#N/A,Used car,yes,Germany
"EUR 33,800",2003,996 Carrera,Coupé,996,187660 km,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 149,911",1975,911 Modified,Coupé,911 Backdate/Modified,22600 km,300 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Green,#N/A,Used car,yes,Germany
"CHF 239,000",1992,964 Carrera RS,Coupé,964,51000 km,260 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Two-tone Leather,Black,White,#N/A,Used car,yes,Switzerland
"EUR 159,911",2012,997.2 Turbo S,Coupé,997,39049 km,530 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Sweden
"EUR 89,800",2021,718 Boxster 25 Years,Cabriolet,982,10800 km,400 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Germany
"EUR 94,991",2014,991 Carrera 4,Cabriolet,991,30089 km,350 HP,"3,4 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 71,900",2012,991 Carrera S,Cabriolet,991,138000 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Denmark
"USD 165,979",2023,718 Cayman GT4,Coupé,982,1648 mi,420 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,Green,#N/A,Used car,yes,United States
"EUR 88,950",2016,Cayman GT4,Coupé,981,44500 km,385 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Denmark
"USD 244,900USD 229,900",2019,991 GT3 Touring,Coupé,991,11117 mi,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,#N/A,United States
"USD 209,900USD 198,900",1996,993 Carrera,Coupé,993,4038 mi,285 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 236,900",1997,993 Turbo WLS 2,Coupé,993,71000 km,450 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Black,Accident-free,Used car,yes,Germany
"EUR 58,900",2003,996 Carrera 4S,Coupé,996,83000 km,320 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 134,900",2019,991.2 Carrera 4 GTS,Cabriolet,991,24890 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Two-tone Leather,Red,Grey,Accident-free,Used car,yes,Germany
"EUR 49,996",2004,"996 Carrera ""40 Jahre 911""",Coupé,996,156700 km,345 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 98,590",2019,991.2 Carrera T,Coupé,991,35983 km,370 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 65,000",2012,Cayman R,Coupé,987,37518 km,330 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 183,900",1966,911,Coupé,911 F-Model,6500 km,180 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,Partially restored,Used car,yes,France
"EUR 195,900",2022,992 Carrera 4 GTS,Coupé,992,150 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Two-tone Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 239,900",2024,992 GT3 Touring,Coupé,992,1218 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Silver,Accident-free,Used car,yes,Germany
"EUR 49,950",2009,Panamera Turbo,Limousine,Panamera,98000 km,500 HP,"4,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Brown,Silver,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"CHF 84,900",2011,997.2 Carrera 4S,Coupé,997,63785 km,385 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Switzerland
"CHF 78,911",1987,911 Carrera 3.2,Coupé,911 G-Model,170000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Green,#N/A,Used car,yes,Switzerland
"EUR 84,900",2011,Boxster Spyder,Cabriolet,987,28415 km,230 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Netherlands
"EUR 72,950",1969,912,Targa,912,116800 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Blue,Accident-free,Used car,yes,Netherlands
"EUR 220,000",1974,"911 Carrera 2,7",Coupé,911 G-Model,56956 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Green,#N/A,Used car,yes,Italy
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 151,000",2024,992.2 Carrera,Coupé,992,3000 km,394 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Green,Accident-free,Used car,yes,Germany
#N/A,1989,962 C,Rennwagen,962,150 km,800 HP,3.0 Liter,right,Manual,Rear drive,Gasoline,Fabric,Black,White,Fully restored,Used car,yes,Sweden
"EUR 140,000",2004,996 GT3 Clubsport,Coupé,996,66978 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Accident-free,Used car,yes,Germany
"EUR 186,900",2022,992 GT3 Touring,Coupé,992,14980 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 38,500",1992,968,Cabriolet,968,113041 mi,240 HP,3 Liter,left,Manual,Rear drive,Gasoline,Leather,Beige,Green,#N/A,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"GBP 164,850",2022,992 GT3 Touring,Coupé,992,7147 mi,510 HP,"4,0 Liter",right,PDK,Rear drive,Gasoline,Two-tone Leather,Red,Black,Accident-free,Used car,yes,United Kingdom
"EUR 229,850",2023,992 GT3 Touring,Coupé,992,639 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Belgium
"CHF 99,000",1990,964 Carrera 4,Coupé,964,118000 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Grey,Accident-free,Used car,yes,Switzerland
"EUR 89,950",1993,964 Carrera 2,Coupé,964,206000 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Netherlands
"GBP 72,995GBP 69,995",2021,718 Cayman GT4,Coupé,982,8395 mi,420 HP,"4,0 Liter",right,Manual,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,United Kingdom
"EUR 207,900EUR 199,900",2023,718 Cayman GT4 RS,Coupé,982,2500 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Belgium
"EUR 355,900EUR 339,900",2020,991 Speedster,Roadster,991,2415 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Belgium
"EUR 67,500",2010,997.2 Carrera 4S,Coupé,997,118500 km,385 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Grey,Accident-free,Used car,yes,Netherlands
"EUR 131,950",2016,991.2 Carrera 4S,Targa,991,38938 km,420 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Blue,#N/A,Used car,yes,Netherlands
"EUR 94,993",1994,993 Carrera,Cabriolet,993,105163 km,272 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Silver,#N/A,Used car,yes,Belgium
"EUR 74,900",2012,991 Carrera,Coupé,991,85000 km,350 HP,"3,4 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Austria
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 79,911",1986,911 Carrera 3.2,Coupé,911 G-Model,173705 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Fully restored,Used car,yes,Spain
"EUR 309,000",1958,356 A 1600 Super Speedster,Roadster,356,85619 mi,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Two-tone Leatherette,Beige,Green,Accident-free,Used car,yes,United Kingdom
"EUR 65,900",1984,911 Carrera 3.2,Coupé,911 G-Model,185000 km,#N/A,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,White,Black,#N/A,Used car,yes,France
"EUR 52,999",1973,914-6 GT Tribute,Targa,914,47777 km,140 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Green,Partially restored,Used car,yes,Netherlands
"EUR 62,900",2019,Panamera 4 E-Hybrid,Limousine,Panamera,154000 km,462 HP,"3,0 Liter",left,PDK,Four-wheel drive,Hybrid,Leather,Black,Black,#N/A,Used car,yes,Austria
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 74,900",1984,911 Carrera 3.2,Coupé,911 G-Model,111999 km,232 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Yellow/Gold,#N/A,Used car,yes,France
"EUR 172,500",1994,964 Carrera RS America,Coupé,964,56027 mi,247 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 35,900",1989,928 S4,Coupé,928,233253 km,320 HP,5 Liter,left,Automatic,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 28,928",1984,928 S,Coupé,928,105943 km,310 HP,5 Liter,left,Manual,Rear drive,Gasoline,Two-tone Leather,Beige,Beige/Brown,Partially restored Accident-free,Used car,yes,Italy
"EUR 135,900",2014,991 GT3,Coupé,991,25950 km,475 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Red,Accident-free,Used car,#N/A,Austria
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 114,835EUR 110,564",2018,991.2 Carrera GTS,Coupé,991,75200 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Silver,Accident-free,Used car,yes,Denmark
"EUR 169,992EUR 149,992",2022,992 Carrera GTS,Coupé,992,30000 km,480 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Green,Accident-free,Used car,yes,Germany
"EUR 115,000EUR 110,000",2001,996 Turbo,Coupé,996,11800 km,420 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Blue,Silver,Accident-free,Used car,yes,Italy
"EUR 69,900",1988,911 Carrera 3.2,Coupé,911 G-Model,204500 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,White,#N/A,Used car,yes,France
"EUR 199,911",1973,"911 Carrera 2,7",Coupé,911 G-Model,58250 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Green,Fully restored,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 99,900",2013,991 Turbo S,Coupé,991,89500 km,560 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,#N/A,Austria
"EUR 59,990EUR 54,900",2008,997.2 Carrera 4,Coupé,997,152993 km,345 HP,"3,6 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,#N/A,Bulgaria
"EUR 69,900",1995,993 Carrera,Coupé,993,97636 km,272 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 199,800",2023,992 GT3 Touring,Coupé,992,6279 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Grey,Silver,Accident-free,Used car,yes,Germany
"EUR 89,911",1973,911 T (US),Targa,911 F-Model,158000 km,140 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Beige/Brown,Fully restored,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 199,000EUR 191,880",2024,718 Spyder RS,Cabriolet,982,25 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,New car,#N/A,Austria
"EUR 55,000",2005,997 Carrera S,Cabriolet,997,73400 km,355 HP,"3,8 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Austria
"EUR 135,000",1997,993 Carrera 4S,Coupé,993,168743 km,285 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Green,Black,#N/A,Used car,yes,Germany
"EUR 129,800",2019,992 Carrera S,Coupé,992,46500 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Netherlands
"EUR 109,990",1988,911 Carrera 3.2,Cabriolet,911 G-Model,77613 km,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 199,998",1991,964 Turbo,Coupé,964,79600 km,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 134,950EUR 124,000",2023,718 Cayman GT4,Coupé,982,22 km,420 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Grey,Accident-free,New car,yes,Belgium
"USD 275,000",1991,964 Turbo,Coupé,964,28000 mi,320 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,United States
"EUR 134,000",1973,911 T,Coupé,911 F-Model,1500 km,130 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Yellow/Gold,Fully restored,Used car,yes,Germany
"USD 375,000",1957,356 A 1600 Speedster,Roadster,356,#N/A,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Red,#N/A,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 185,000",2022,992 Carrera 4 GTS,Targa,992,13300 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,France
"EUR 57,999",1978,911 SC,Coupé,911 G-Model,222660 km,180 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,yes,Sweden
"EUR 199,911",1973,911 Modified,Rennwagen,911 Backdate/Modified,#N/A,320 HP,2994 Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,White,Fully restored,Used car,yes,Sweden
#N/A,1977,911 Turbo 3.0 (US),Coupé,930,48857 mi,245 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,United States
"EUR 179,900",1993,964 Jubiläumsmodell „30 Jahre 911“,Coupé,964,94300 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Purple,Accident-free,Used car,yes,Germany
"EUR 239,950",2018,991.2 GT3 RS,Coupé,991,9882 km,520 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Two-tone Leather,Black,Green,#N/A,Used car,yes,Netherlands
#N/A,1967,911 S,Coupé,911 F-Model,1481 mi,160 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Fully restored,Used car,yes,United States
"GBP 146,995",2023,718 Cayman GT4 RS,Coupé,982,440 mi,500 HP,"4,0 Liter",right,PDK,Rear drive,Gasoline,Alcantara,Black,Grey,Accident-free,Used car,yes,United Kingdom
"GBP 169,995",2008,997 GT2,Coupé,997,12500 mi,530 HP,"3,6 Liter",right,Manual,Rear drive,Gasoline,Alcantara,Black,White,#N/A,Used car,yes,United Kingdom
"EUR 124,911",2021,992 Carrera 4,Cabriolet,992,9600 km,385 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Orange,Accident-free,Used car,yes,Germany
"EUR 68,888",2021,Taycan 4 Cross Turismo,Coupé,Taycan,17000 km,476 HP,- Liter,left,Automatic,Four-wheel drive,Electric,Two-tone Leather,Black,Black,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 35,500",1988,928 S4,Coupé,928,111500 km,320 HP,5 Liter,left,Automatic,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Belgium
"GBP 69,995",1990,964 Carrera 2,Coupé,964,110000 mi,250 HP,"3,6 Liter",right,Manual,Rear drive,Gasoline,Leather,White,Red,#N/A,Used car,yes,United Kingdom
"USD 210,000",2019,991 GT3 Touring,Coupé,991,21700 mi,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,#N/A,United States
"EUR 49,900",2008,Boxster RS 60 Spyder,Cabriolet,987,68900 km,303 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Silver,Accident-free,Used car,yes,France
"USD 84,900USD 79,900",1975,911,Coupé,911 G-Model,40048 mi,150 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Green,Fully restored,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 250,000",1997,911 Modified,Cabriolet,911 Backdate/Modified,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Blue,White,Fully restored,New car,#N/A,Germany
"EUR 115,992",2020,992 Carrera S,Coupé,992,36500 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 88,800EUR 81,450",2008,997 Carrera S,Cabriolet,997,26400 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Beige/Brown,Accident-free,Used car,yes,Austria
"GBP 34,995",2011,Cayman R,Coupé,987,66300 mi,330 HP,"3,4 Liter",right,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,#N/A,United Kingdom
"EUR 164,900",2023,992 Carrera 4 GTS,Coupé,992,18500 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Alcantara,Black,Purple,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"CHF 179,800",2003,996 GT3 RS,Coupé,996,75000 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,Accident-free,Used car,yes,Switzerland
"EUR 666,500",2024,992 GT3 R,Rennwagen,992,10500 km,585 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Black,Accident-free,Used car,yes,Germany
"EUR 38,000 - 46,000",1978,911 SC,Targa,911 G-Model,295000 km,180 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,#N/A,Used car,yes,France
"EUR 65,000 - 85,000",1986,911 Carrera 3.2,Cabriolet,911 G-Model,46500 mi,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,France
"EUR 35,000 - 40,000",2004,996 Carrera,Cabriolet,996,137800 km,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Blue,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 55,000 - 65,000",2005,996 Turbo S,Coupé,996,141600 km,450 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,France
"EUR 170,000 - 200,000",1989,911 Turbo 5 Gang,Cabriolet,930,59000 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Grey,#N/A,Used car,yes,France
"EUR 183,900",2023,992 Carrera 4 GTS,Cabriolet,992,11300 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Alcantara,Black,Grey,#N/A,Used car,yes,Germany
"EUR 203,900",2020,992 Turbo S,Coupé,992,16100 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Germany
"EUR 90,000 - 110,000",1974,911 Modified,Rennwagen,911 Backdate/Modified,33100 km,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric,Black,Blue,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 90,000 - 120,000",1970,911 T,Targa,911 F-Model,19620 km,125 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,yes,France
"EUR 75,000 - 85,000",1996,993 Carrera,Targa,993,176950 km,285 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Green,#N/A,Used car,yes,France
"EUR 200,000 - 300,000",1987,911 Turbo 3.3 RUF BTR Conversion,Coupé,930,118000 km,#N/A,"3,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Green,Black,#N/A,Used car,yes,France
"EUR 65,000 - 75,000",1986,911 Carrera 3.2,Coupé,911 G-Model,224230 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,France
"EUR 140,000 - 170,000",2008,997 GT2,Coupé,997,57150 km,530 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Alcantara,Black,Black,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 80,000 - 100,000",1973,911 T,Targa,911 F-Model,9950 mi,130 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,France
"EUR 90,000 - 120,000",1971,911 E,Coupé,911 F-Model,86450 km,155 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,#N/A,Used car,yes,France
"EUR 180,000 - 220,000",1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,14250 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,France
"EUR 70,000 - 90,000",1971,914 1.7,Targa,914,#N/A,110 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Black,#N/A,Used car,yes,France
"EUR 40,000 - 50,000",2008,Cayman S,Coupé,987,89500 km,324 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 23,000 - 28,000",1986,944 Turbo Coupé,Coupé,944,96300 km,220 HP,"2,5 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Brown,Beige/Brown,#N/A,Used car,yes,France
"EUR 75,000 - 95,000",1977,911 Modified,Rennwagen,911 Backdate/Modified,99650 km,#N/A,"3,0 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Black,#N/A,Used car,yes,France
"EUR 80,000 - 100,000",1970,914/6,Targa,914,13500 km,110 HP,2 Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,yes,France
"EUR 100,000 - 130,000",2019,992 Carrera S,Coupé,992,32200 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,France
