Price,Year,Model,Body,Series:,Mileage,Power,Cylinder Capacity,Steering,Transmission,Drive,Fuel,Interior Material,Interior Color,Exterior Color,Condition,New / Used,Ready to Drive,Location
"EUR 222,530",2020,992 Turbo S,Coupé,992,18000 km,650 HP,"3,8 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Denmark
"EUR 148,500",1966,911,Coupé,911 F-Model,50617 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Beige/Brown,Fully restored,Used car,yes,Germany
#N/A,2023,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,Fully restored,New car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,2023,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,Fully restored,New car,yes,Germany
#N/A,2023,911 Backdate,Targa,911 Backdate/Modified,#N/A,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Leather,Beige,Green,Fully restored,New car,yes,Germany
"EUR 98,997",2007,997 Turbo,Coupé,997,74441 km,480 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Brown,Silver,#N/A,Used car,yes,Sweden
"USD 129,900",1977,911 Turbo 3.0,Coupé,930,57500 mi,260 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,White,#N/A,Used car,yes,United States
"EUR 134,950",2020,992 Carrera 4S,Coupé,992,82500 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1991,911 Backdate,Targa,911 Backdate/Modified,200 km,285 HP,3600 Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Brown,Green,Fully restored,Used car,yes,Germany
"EUR 115,000",1986,911 Carrera 3.2,Coupé,911 G-Model,15428 mi,207 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Beige,Red,Accident-free,Used car,yes,Germany
#N/A,2014,991 Carrera S,Coupé,991,24000 mi,400 HP,"3,8 Liter",right,PDK,Rear drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,United Kingdom
#N/A,2023,992 Turbo S,Coupé,992,2000 mi,650 HP,"3,8 Liter",right,PDK,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,United Kingdom
#N/A,2023,911 Backdate,Targa,911 Backdate/Modified,#N/A,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Leather,Beige,Green,Fully restored,New car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 350,000",1974,"911 Carrera 2,7",Coupé,911 G-Model,500 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,Damaged Fully restored Accident-free,Used car,#N/A,Germany
"EUR 63,718",2019,718 Boxster T,Cabriolet,982,34055 km,300 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Red,Accident-free,Used car,yes,Netherlands
#N/A,2016,991.2 Carrera 4S,Targa,991,29000 mi,420 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,United Kingdom
#N/A,1972,911 E,Coupé,911 F-Model,19000 mi,165 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,United Kingdom
#N/A,2020,992 Turbo S,Coupé,992,9000 mi,650 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,White,Grey,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 74,995",2009,997 Turbo,Cabriolet,997,24196 mi,480 HP,"3,6 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United States
"EUR 174,900",2014,991 Carrera S 50 Jahre Edition,Coupé,991,15418 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Grey,Grey,Accident-free,Used car,yes,France
"EUR 125,950",2017,991.2 Carrera 4S,Targa,991,61000 km,420 HP,3 Liter,left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Netherlands
"USD 179,001",2019,991.2 Turbo,Coupé,991,4500 mi,540 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,#N/A,Italy
#N/A,2017,Recreation/Replica,Coupé,Recreation/Replica,100 km,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Leather,Red,White,Fully restored Accident-free,Used car,yes,Monaco
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 146,900",2018,991.2 Turbo,Coupé,991,7819 mi,540 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,United States
"USD 269,900",1964,356 SC,Cabriolet,356,93757 mi,95 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Fully restored,Used car,yes,United States
"EUR 31,900",2002,996 Carrera 4,Cabriolet,996,145000 km,320 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Grey,Grey,#N/A,Used car,yes,France
"USD 79,900",2004,996 Turbo,Cabriolet,996,44933 mi,450 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Beige,Grey,#N/A,Used car,yes,United States
"CHF 144,500",1959,356 B 1600,Cabriolet,356,88900 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Switzerland
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 139,000",1975,911 Modified,Coupé,911 Backdate/Modified,8966 km,304 HP,- Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Orange,Orange,Fully restored,Used car,yes,Netherlands
"USD 249,997",2010,997.2 Turbo,Coupé,997,32877 mi,500 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,United States
#N/A,1959,356 A 1600,Coupé,356,99436 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Italy
"EUR 179,991",2017,991.2 Turbo S,Cabriolet,991,19500 km,580 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,White,Accident-free,Used car,yes,Germany
"EUR 149,950",1985,911 Turbo 3.3,Coupé,930,170428 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Green,Green,Partially restored Accident-free,Used car,yes,Belgium
#N/A,2023,911 Backdate,Coupé,911 Backdate/Modified,#N/A,320 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,Fully restored,New car,yes,Germany
"EUR 99,950",2017,991.2 Carrera S,Coupé,991,104701 km,420 HP,3 Liter,left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Belgium
"EUR 124,950",2022,718 Boxster 25 Years,Cabriolet,982,4906 km,400 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Belgium
"EUR 174,950",2014,991 Carrera S 50 Jahre Edition,Coupé,991,12645 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,Accident-free,Used car,yes,Belgium
"EUR 169,950",2013,991 Carrera S 50 Jahre Edition,Coupé,991,38344 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Grey,Accident-free,Used car,yes,Belgium
"EUR 77,500",1995,993 Carrera,Cabriolet,993,97680 km,272 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Green,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 323,462",2011,997 Speedster,Cabriolet,997,9494 km,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,Netherlands
"EUR 47,950",2004,997 Carrera S,Coupé,997,119000 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Black,#N/A,Used car,yes,Netherlands
"EUR 198,000",1969,911 S,Coupé,911 F-Model,69065 km,170 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Orange,#N/A,Used car,yes,Germany
"EUR 184,950EUR 169,950",2023,992 Carrera T,Coupé,992,1500 km,385 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Green,Accident-free,New car,yes,Belgium
"USD 115,000",1987,911 Carrera 3.2 (US),Coupé,911 G-Model,54554 mi,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Canada
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"GBP 375,000",2016,911 R,Coupé,991,7000 mi,500 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,#N/A,Used car,yes,United Kingdom
"EUR 75,000",2008,997 GT3 Cup,Rennwagen,997,7000 km,400 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,Accident-free,Used car,yes,Germany
"EUR 169,899",1972,911 S,Targa,911 F-Model,110000 km,190 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Partially restored,Used car,#N/A,Germany
#N/A,2023,911 Backdate,Targa,911 Backdate/Modified,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Grey,Blue,Fully restored,Used car,yes,Germany
"EUR 84,950",2012,991 Carrera S,Cabriolet,991,96566 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Red,Black,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 249,800",2004,996 GT2,Coupé,996,21004 mi,483 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,United States
#N/A,1996,993 Carrera,Targa,993,55000 mi,285 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,United Kingdom
#N/A,2017,991.2 Turbo S,Coupé,991,45000 mi,580 HP,"3,8 Liter",right,Manual,Rear drive,Gasoline,Leather,Brown,Grey,#N/A,Used car,yes,United Kingdom
#N/A,2023,992 Carrera 4 GTS,Coupé,992,1500 mi,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,United Kingdom
"EUR 164,800",1973,911 E,Coupé,911 F-Model,47600 km,165 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Fully restored,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,2022,992 GT3 Touring,Coupé,992,4392 km,510 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Black,Accident-free,Used car,yes,Germany
"EUR 79,900",2009,997.2 Carrera 4S,Cabriolet,997,75000 km,385 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Black,Accident-free,Used car,yes,Netherlands
"EUR 285,000",1970,914/6 GT,Rennwagen,914,51550 km,230 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Orange,Fully restored,Used car,yes,United Kingdom
"EUR 16,900",1981,924 Turbo,Coupé,924,136000 km,177 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,#N/A,Used car,yes,Germany
"EUR 154,000",1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,55000 km,218 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 222,186",2023,992 Carrera 4 GTS,Coupé,992,#N/A,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Blue,Grey,#N/A,New car,yes,Belgium
#N/A,2016,991 GT3 RS,Coupé,991,15 km,500 HP,4 Liter,left,PDK,Rear drive,Gasoline,Alcantara,Black,Orange,Damaged Accident-free,Used car,yes,Germany
"EUR 139,500",1972,911 E,Targa,911 F-Model,#N/A,#N/A,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,Fully restored,Used car,yes,Netherlands
"GBP 149,750",1963,356 B 1600 Super 90,Coupé,356,84149 mi,90 HP,"1,6 Liter",right,Manual,Rear drive,Gasoline,Leatherette,Red,Grey,Fully restored,Used car,yes,United Kingdom
"EUR 16,750EUR 14,750",1982,928,Coupé,928,134907 km,240 HP,"4,5 Liter",left,Automatic,Rear drive,Gasoline,Leather,Beige,Red,#N/A,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 334,900",2011,997 Speedster,Cabriolet,997,4209 km,408 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Netherlands
"EUR 107,500",1968,911 L,Targa,911 F-Model,5993 mi,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,Partially restored,Used car,yes,Netherlands
"EUR 197,500",1969,911 E,Targa,911 F-Model,1610 km,#N/A,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Fully restored Accident-free,Used car,yes,Netherlands
"EUR 74,750",1992,964 Carrera 4,Cabriolet,964,169122 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Beige,Blue,#N/A,Used car,yes,Belgium
"EUR 174,356EUR 162,356",1963,356 B 1600,Cabriolet,356,1000 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Beige/Brown,Fully restored,Used car,yes,Denmark
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 299,964",1991,964 Cup,Coupé,964,3500 km,265 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Germany
#N/A,2018,991.2 Carrera 4 GTS,Coupé,991,9000 mi,450 HP,"3,0 Liter",right,PDK,Four-wheel drive,Gasoline,Alcantara,Black,Grey,#N/A,Used car,yes,United Kingdom
"EUR 72,000",2015,Panamera Turbo S,Limousine,Panamera,26500 km,570 HP,"4,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Brown,Black,#N/A,Used car,yes,Italy
#N/A,1965,911,Coupé,911 F-Model,6330 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,White,Beige/Brown,Fully restored,Used car,yes,Belgium
"EUR 129,500",2012,997.2 Turbo,Cabriolet,997,44500 km,500 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
"EUR 108,900EUR 104,900",1963,356 B 1600 Super 90,Coupé,356,2091 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Red,Silver,#N/A,Used car,yes,Germany
#N/A,1970,911 S,Coupé,911 F-Model,#N/A,180 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,Fully restored,New car,yes,France
"EUR 26,750",1984,928 S,Coupé,928,#N/A,310 HP,5 Liter,left,Automatic,Rear drive,Gasoline,Fabric/Leather combination,Blue,Blue,#N/A,Used car,yes,Belgium
"EUR 120,000",1997,993 Carrera 4S,Coupé,993,93000 km,285 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Black,#N/A,Used car,yes,Norway
"EUR 259,999",2023,992 Turbo S,Cabriolet,992,3450 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Germany
"EUR 172,900",1987,911 Turbo 3.3,Coupé,930,100000 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Portugal
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 125,997",2009,997 Turbo,Coupé,997,59510 km,480 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Sweden
"EUR 380,000",1957,356 A 1600 Speedster,Roadster,356,868 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Silver,Fully restored,Used car,yes,Belgium
"EUR 97,500",1967,912,Coupé,912,75916 km,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Fully restored,Used car,yes,Belgium
#N/A,2011,997 GT3 RS 4.0,Coupé,997,12000 mi,500 HP,4 Liter,left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,United Kingdom
"GBP 90,000",1968,912,Coupé,912,49000 mi,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 1,495,993",1996,993 GT2,Coupé,993,32624 km,430 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Accident-free,Used car,yes,Germany
"EUR 199,900",1971,911 Modified,Coupé,911 Backdate/Modified,100000 km,340 HP,3.8 Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,Silver,Fully restored,Used car,yes,Denmark
"EUR 159,992",2021,992 Carrera 4S,Cabriolet,992,17728 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Blue,Accident-free,Used car,yes,Sweden
#N/A,2013,991 Carrera 4S,Cabriolet,991,21000 mi,400 HP,"3,8 Liter",right,PDK,Four-wheel drive,Gasoline,Leather,Red,White,#N/A,Used car,yes,United Kingdom
#N/A,1988,911 Carrera 3.2,Cabriolet,911 G-Model,79000 mi,231 HP,"3,2 Liter",right,Manual,Rear drive,Gasoline,Leather,Blue,White,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,2022,992 GT3 Touring,Coupé,992,4000 mi,510 HP,"4,0 Liter",right,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Silver,#N/A,Used car,yes,United Kingdom
"EUR 119,911",1989,"911 Carrera 3.2 ""25 Jahre 911""",Coupé,911 G-Model,132911 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Belgium
"EUR 139,900",1965,911,Coupé,911 F-Model,35810 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Red,Beige/Brown,Fully restored,Used car,yes,Spain
"EUR 159,000",1962,356 B 1600 Super,Cabriolet,356,61289 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Blue,Fully restored Accident-free,Used car,#N/A,Germany
#N/A,1989,911 Turbo 5 Gang,Cabriolet,930,57119 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Fully restored,Used car,yes,Luxembourg
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 124,800EUR 112,356",1961,356 Modified,Rennwagen,356,9999 km,#N/A,"1,6 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Yellow/Gold,Fully restored,Used car,yes,Germany
"EUR 183,750",2020,992 Carrera 4S,Targa,992,16000 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,Grey,Accident-free,Used car,yes,Denmark
"EUR 64,900",2006,997 Carrera S,Coupé,997,172243 km,355 HP,"3,8 Liter",left,Automatic,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Germany
"EUR 79,993",1996,993 Carrera,Cabriolet,993,90000 km,286 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,White,Accident-free,Used car,yes,Germany
#N/A,1983,956,Rennwagen,956,#N/A,#N/A,"2,65 Liter",right,Manual,Rear drive,Gasoline,Fabric,Black,Black,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 164,995",2021,992 Carrera S,Cabriolet,992,6400 mi,450 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,United States
"EUR 99,000",1963,356 C,Coupé,356,82139 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Beige/Brown,Accident-free,Used car,yes,Italy
"EUR 161,250",2019,992 Carrera 4S,Cabriolet,992,23000 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Denmark
"EUR 89,950",1962,356 B 1600,Coupé,356,108000 mi,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Silver,Accident-free,Used car,yes,Netherlands
"GBP 99,750",1963,356 B 1600 Super 90,Coupé,356,87282 mi,90 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Grey,Fully restored,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1970,911 E,Coupé,911 F-Model,52750 mi,155 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Beige/Brown,#N/A,Used car,yes,France
"EUR 138,911",1976,"911 Carrera 2,7",Coupé,911 G-Model,94000 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Yellow/Gold,Fully restored Accident-free,Used car,yes,Belgium
#N/A,1970,911 E,Targa,911 F-Model,63036 mi,155 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Beige/Brown,#N/A,Used car,yes,Germany
"EUR 249,900EUR 243,900",2022,992 Turbo,Coupé,992,45 km,580 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 254,900",1993,964 Carrera 2 Speedster,Cabriolet,964,8590 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"GBP 124,995",2012,997.2 Turbo S,Coupé,997,1850 mi,530 HP,"3,8 Liter",right,PDK,Four-wheel drive,Gasoline,Leather,Beige,Red,Accident-free,Used car,yes,United Kingdom
"EUR 179,900",1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,93600 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 137,999",1973,911 T,Targa,911 F-Model,5200 km,130 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Yellow/Gold,#N/A,Used car,yes,Belgium
"EUR 119,000EUR 114,900",1959,356 Modified,Coupé,356,99999 km,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Grey,Silver,#N/A,Used car,yes,Germany
"EUR 185,000",1956,356 A 1600,Coupé,356,61150 mi,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,Beige/Brown,#N/A,Used car,yes,Germany
#N/A,1976,912 E,Coupé,912,110000 km,90 HP,2 Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Blue,Yellow/Gold,#N/A,Used car,yes,Germany
"EUR 105,911",1972,911 Modified,Coupé,911 Backdate/Modified,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Orange,Accident-free,Used car,yes,Sweden
"EUR 219,850",1959,356 B 1600 Super Roadster,Roadster,356,32848 km,75 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Belgium
"EUR 205,490",2023,718 Spyder,Cabriolet,982,#N/A,420 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Blue,Blue,#N/A,New car,yes,Belgium
"EUR 109,900",2008,997 Turbo,Coupé,997,44800 km,480 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Red,Grey,Accident-free,Used car,yes,Denmark
#N/A,2023,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,#N/A,right,Manual,Rear drive,Gasoline,Leather,Brown,Blue,Fully restored,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 165,000EUR 159,000",1969,911 E,Coupé,911 F-Model,86000 km,140 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,Accident-free,Used car,yes,Germany
